Country Name,Country Code,Time,Time Code,Gross value added at basic prices (GVA) (current LCU) [NY.GDP.FCST.CN],"Official exchange rate (LCU per US$, period average) [PA.NUS.FCRF]","Foreign direct investment, net inflows (% of GDP) [BX.KLT.DINV.WD.GD.ZS]","Foreign direct investment, net outflows (% of GDP) [BM.KLT.DINV.WD.GD.ZS]",Imports of goods and services (constant LCU) [NE.IMP.GNFS.KN],Exports of goods and services (constant LCU) [NE.EXP.GNFS.KN],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]"
Belgium,BEL,1994,YR1994,1.82E+11,33.4564975,0.560011791,0.560011791,1.46E+11,1.46E+11,2.377540845
Belgium,BEL,1995,YR1995,1.90E+11,29.48001667,4.028461521,4.028461521,1.53E+11,1.53E+11,1.467966991
Belgium,BEL,1996,YR1996,1.92E+11,30.96151333,2.874670057,2.874670057,1.61E+11,1.61E+11,2.077021074
Belgium,BEL,1997,YR1997,2.01E+11,35.77389083,2.869762146,2.869762146,1.74E+11,1.76E+11,1.628160495
Belgium,BEL,1998,YR1998,2.08E+11,36.29864083,11.1575002,11.1575002,1.83E+11,1.83E+11,0.949250288
Belgium,BEL,1999,YR1999,2.16E+11,0.938283072,47.35961074,47.35961074,1.89E+11,1.92E+11,1.120848234
Belgium,BEL,2000,YR2000,2.29E+11,1.082705081,36.47147797,36.47147797,2.14E+11,2.16E+11,2.544517762
Belgium,BEL,2001,YR2001,2.37E+11,1.116533086,42.51224046,42.51224046,2.12E+11,2.17E+11,2.469258231
Belgium,BEL,2002,YR2002,2.45E+11,1.057558996,7.01242444,3.452194798,2.15E+11,2.24E+11,1.645214362
Belgium,BEL,2003,YR2003,2.52E+11,0.884047927,10.86487449,12.28173294,2.18E+11,2.28E+11,1.588964
Belgium,BEL,2004,YR2004,2.65E+11,0.803921648,12.05211067,9.411149009,2.31E+11,2.42E+11,2.097283112
Belgium,BEL,2005,YR2005,2.77E+11,0.803800192,8.727177202,8.43585987,2.46E+11,2.55E+11,2.781432637
Belgium,BEL,2006,YR2006,2.90E+11,0.796432731,14.40787139,12.27919877,2.59E+11,2.70E+11,1.791207701
Belgium,BEL,2007,YR2007,3.07E+11,0.7296724,20.50267401,17.72225605,2.73E+11,2.85E+11,1.8230563
Belgium,BEL,2008,YR2008,3.14E+11,0.67992268,36.80292045,43.15557073,2.84E+11,2.90E+11,4.489444205
Belgium,BEL,2009,YR2009,3.11E+11,0.716957702,15.94890567,6.873909042,2.54E+11,2.57E+11,-0.053145674
Belgium,BEL,2010,YR2010,3.25E+11,0.75430899,26.05964075,13.87726817,2.78E+11,2.84E+11,2.189299204
Belgium,BEL,2011,YR2011,3.39E+11,0.718413899,31.03668843,24.48914571,2.94E+11,2.98E+11,3.532082107
Belgium,BEL,2012,YR2012,3.47E+11,0.77833812,2.36956901,8.325323921,2.92E+11,2.96E+11,2.839663434
Belgium,BEL,2013,YR2013,3.53E+11,0.752945123,-5.655617849,-2.360087086,2.92E+11,2.96E+11,1.11309594
Belgium,BEL,2014,YR2014,3.63E+11,0.752728197,-2.826436236,-0.077739808,3.08E+11,3.12E+11,0.340002833
Belgium,BEL,2015,YR2015,3.73E+11,0.901296423,-4.232614104,1.589895841,3.21E+11,3.24E+11,0.561429153
Belgium,BEL,2016,YR2016,3.83E+11,0.903421436,12.13194202,7.285942414,3.46E+11,3.43E+11,1.973852647
Belgium,BEL,2017,YR2017,3.96E+11,0.885205508,-7.444237902,-1.058107841,3.64E+11,3.62E+11,2.12597086
Belgium,BEL,2018,YR2018,4.10E+11,0.846772667,-7.666495387,-6.63451631,3.73E+11,3.68E+11,2.053164999
Belgium,BEL,2019,YR2019,4.29E+11,0.893276257,-1.972529978,-3.35575186,3.78E+11,3.79E+11,1.43681957
Belgium,BEL,2020,YR2020,4.18E+11,0.875506397,-5.742352271,-4.186598871,3.53E+11,3.56E+11,0.740791812
Belgium,BEL,2021,YR2021,4.52E+11,0.845494139,5.90607721,9.81120331,3.98E+11,4.08E+11,2.440248511
Belgium,BEL,2022,YR2022,5.08E+11,0.949623753,2.001057025,5.932290331,4.21E+11,4.32E+11,9.597511729
Belgium,BEL,2023,YR2023,5.39E+11,0.924839558,-0.430551199,-2.0709251,3.93E+11,4.01E+11,4.049010776
Costa Rica,CRI,1974,YR1974,13215700000,7.929999999,2.778803857,,1.21E+12,9.71E+11,30.07362928
Costa Rica,CRI,1975,YR1975,16804600000,8.569999999,3.519980417,,1.12E+12,9.52E+11,17.36920202
Costa Rica,CRI,1976,YR1976,20675600000,8.569999999,2.567899968,-0.041449825,1.31E+12,1.00E+12,3.485833333
Costa Rica,CRI,1977,YR1977,26330700000,8.569999999,2.034222448,0,1.63E+12,1.09E+12,4.190240453
Costa Rica,CRI,1978,YR1978,30193900000,8.569999999,1.379424344,0.045413147,1.76E+12,1.19E+12,6.0071271
Costa Rica,CRI,1979,YR1979,34584400000,8.569999999,1.07792818,0.027257954,1.81E+12,1.23E+12,9.188410437
Costa Rica,CRI,1980,YR1980,41405500000,8.569999999,1.088700755,0.093139798,1.74E+12,1.18E+12,18.1351708
Costa Rica,CRI,1981,YR1981,57102700000,21.76333333,2.652638078,0.129582895,1.29E+12,1.31E+12,37.05634152
Costa Rica,CRI,1982,YR1982,97505100000,37.40666667,1.108713989,0.092073134,1.05E+12,1.24E+12,90.12133285
Costa Rica,CRI,1983,YR1983,1.29E+11,41.09416667,1.928960466,0.171604391,1.22E+12,1.22E+12,32.62370815
Costa Rica,CRI,1984,YR1984,1.63E+11,44.53268333,1.52712302,0.106543467,1.35E+12,1.36E+12,11.94742701
Costa Rica,CRI,1985,YR1985,1.98E+11,50.45335,1.783525448,0.119922312,1.43E+12,1.31E+12,15.05741964
Costa Rica,CRI,1986,YR1986,2.47E+11,55.98589167,1.380407844,0.081466692,1.68E+12,1.35E+12,11.83506189
Costa Rica,CRI,1987,YR1987,2.85E+11,62.7762,1.771472523,0.099273055,1.98E+12,1.64E+12,16.84242016
Costa Rica,CRI,1988,YR1988,3.50E+11,75.80473333,2.648099689,0.019503189,1.96E+12,1.76E+12,20.83253323
Costa Rica,CRI,1989,YR1989,4.26E+11,81.50420833,1.929146885,0.114263389,2.28E+12,2.04E+12,16.50980877
Costa Rica,CRI,1990,YR1990,5.23E+11,91.57929167,2.845043463,0.036766716,2.53E+12,2.20E+12,19.03975266
Costa Rica,CRI,1991,YR1991,8.12E+11,122.4324167,2.472377869,0.077608274,2.45E+12,2.40E+12,28.70929137
Costa Rica,CRI,1992,YR1992,1.05E+12,134.5063333,2.634107925,0.051283517,3.02E+12,2.81E+12,21.79116879
Costa Rica,CRI,1993,YR1993,1.25E+12,142.1716667,2.579244605,0.024046464,3.45E+12,3.03E+12,9.778600783
Costa Rica,CRI,1994,YR1994,1.51E+12,157.0666667,2.837013645,0.044804987,3.61E+12,3.15E+12,13.53446873
Costa Rica,CRI,1995,YR1995,1.90E+12,179.7291667,2.909679642,0.047501449,3.73E+12,3.50E+12,23.18649811
Costa Rica,CRI,1996,YR1996,2.21E+12,207.6891667,3.655886971,0.048722325,3.85E+12,3.72E+12,17.51145248
Costa Rica,CRI,1997,YR1997,2.68E+12,232.5975,3.245762233,0.045027182,4.42E+12,4.04E+12,13.24804408
Costa Rica,CRI,1998,YR1998,3.22E+12,257.2291667,4.490562018,0.045599849,5.15E+12,4.63E+12,11.65929977
Costa Rica,CRI,1999,YR1999,3.71E+12,285.6846948,4.345668347,0.035100869,4.99E+12,4.86E+12,10.04528173
Costa Rica,CRI,2000,YR2000,4.19E+12,308.1866667,4.818464499,0.715280559,4.79E+12,4.97E+12,10.96154966
Costa Rica,CRI,2001,YR2001,4.74E+12,328.8708333,3.892336175,0.428291167,4.79E+12,5.06E+12,11.25561571
Costa Rica,CRI,2002,YR2002,5.40E+12,359.8175269,4.36202694,0.798228883,5.09E+12,5.19E+12,9.167520485
Costa Rica,CRI,2003,YR2003,6.25E+12,398.6622222,4.483539703,0.881714864,5.32E+12,5.49E+12,9.447580916
Costa Rica,CRI,2004,YR2004,7.40E+12,437.935,5.823126533,1.109340772,5.57E+12,6.06E+12,12.31481502
Costa Rica,CRI,2005,YR2005,8.68E+12,477.7867415,7.628435395,0.746472216,5.96E+12,6.42E+12,13.79829491
Costa Rica,CRI,2006,YR2006,1.05E+13,511.3018179,7.928504331,0.963845194,6.43E+12,6.94E+12,11.47059681
Costa Rica,CRI,2007,YR2007,1.25E+13,516.6173902,8.337425979,1.598015783,7.08E+12,7.46E+12,9.357244564
Costa Rica,CRI,2008,YR2008,1.46E+13,526.2355134,7.909006983,0.638293619,7.55E+12,7.62E+12,13.42446355
Costa Rica,CRI,2009,YR2009,1.62E+13,573.2879567,5.251510672,0.892145375,6.13E+12,6.98E+12,7.842701677
Costa Rica,CRI,2010,YR2010,1.82E+13,525.8292007,5.063711702,0.843668492,7.28E+12,7.63E+12,5.662757084
Costa Rica,CRI,2011,YR2011,1.98E+13,505.6642399,6.391725396,0.947210574,8.06E+12,8.16E+12,4.87799831
Costa Rica,CRI,2012,YR2012,2.18E+13,502.901462,5.708661249,1.891867469,8.69E+12,8.62E+12,4.495453144
Costa Rica,CRI,2013,YR2013,2.33E+13,499.7668326,6.291277352,1.577898178,8.84E+12,8.90E+12,5.231336142
Costa Rica,CRI,2014,YR2014,2.57E+13,538.3172003,6.232936622,0.815916446,9.28E+12,9.34E+12,4.519200985
Costa Rica,CRI,2015,YR2015,2.78E+13,534.56577,5.236394577,0.733874239,9.70E+12,9.61E+12,0.801982005
Costa Rica,CRI,2016,YR2016,2.95E+13,544.7393672,4.452962118,0.838445973,1.06E+13,1.05E+13,-0.017478851
Costa Rica,CRI,2017,YR2017,3.17E+13,567.5130903,4.833275221,0.450812025,1.11E+13,1.13E+13,1.62590693
Costa Rica,CRI,2018,YR2018,3.34E+13,576.9725012,4.829438721,0.930392938,1.14E+13,1.18E+13,2.221114615
Costa Rica,CRI,2019,YR2019,3.50E+13,587.2945957,4.220940167,0.037083682,1.12E+13,1.23E+13,2.096046353
Costa Rica,CRI,2020,YR2020,3.39E+13,584.900855,3.370435233,0.735208781,9.71E+12,1.10E+13,0.724911478
Costa Rica,CRI,2021,YR2021,3.71E+13,620.78472,5.530729864,0.687526147,1.16E+13,1.27E+13,1.726477551
Costa Rica,CRI,2022,YR2022,4.13E+13,647.1358176,5.305043279,0.885782399,1.25E+13,1.51E+13,8.274774902
Costa Rica,CRI,2023,YR2023,4.34E+13,544.0507755,5.419180711,1.140911556,1.32E+13,1.66E+13,0.525193509
Malaysia,MYS,1974,YR1974,20145999900,2.407066666,6.011025421,0,32366757414,38817446740,17.32898098
Malaysia,MYS,1975,YR1975,19982000100,2.393783333,3.769208638,0,26833642649,37654277965,4.487722269
Malaysia,MYS,1976,YR1976,24945000400,2.541574999,3.450240343,0,29299260178,44041086674,2.633711507
Malaysia,MYS,1977,YR1977,28330999800,2.461283332,3.089053386,0,33923748308,45873476176,4.788224014
Malaysia,MYS,1978,YR1978,31786999800,2.316041666,3.056538476,0,38290283036,49355016062,4.860064586
Malaysia,MYS,1979,YR1979,38754000900,2.188441666,2.703343511,0,46114729284,58222191339,3.654467998
Malaysia,MYS,1980,YR1980,44168998900,2.176883332,3.813685919,0.821266232,55572851605,60067858064,6.674919535
Malaysia,MYS,1981,YR1981,48779001900,2.304124999,5.057886243,1.171613116,58679854431,59568599022,9.7
Malaysia,MYS,1982,YR1982,53819998200,2.335391666,5.212544077,0.970303871,66750629542,65928848837,5.81890003
Malaysia,MYS,1983,YR1983,59631001600,2.321249999,4.153653968,0.74399523,72760142202,74063064034,3.704235463
Malaysia,MYS,1984,YR1984,63038425000,2.343641666,2.349466079,0.714268365,77493845243,84271336105,3.897272601
Malaysia,MYS,1985,YR1985,61345989500,2.483041667,2.226668687,0.672389854,69871580014,84648435699,0.346458791
Malaysia,MYS,1986,YR1986,56630452200,2.581441667,1.762717774,0.897561944,65351668395,94625666519,0.737002855
Malaysia,MYS,1987,YR1987,78769000000,2.519638333,1.313436343,0.666460592,70889428628,1.08E+11,0.290007909
Malaysia,MYS,1988,YR1988,89434000000,2.618783333,2.039622995,0.562304422,84865088592,1.20E+11,2.556519453
Malaysia,MYS,1989,YR1989,1.02E+11,2.708841667,4.293330567,0.702916905,1.07E+11,1.38E+11,2.813200897
Malaysia,MYS,1990,YR1990,1.15E+11,2.704875,5.29807442,0.293018093,1.35E+11,1.63E+11,2.617801047
Malaysia,MYS,1991,YR1991,1.30E+11,2.750066667,8.136329636,0.356102543,1.69E+11,1.89E+11,4.358333333
Malaysia,MYS,1992,YR1992,1.45E+11,2.547383333,8.760474402,0.194363295,1.79E+11,2.13E+11,4.7672283
Malaysia,MYS,1993,YR1993,1.66E+11,2.574095,7.482839123,1.589058263,2.06E+11,2.37E+11,3.536585366
Malaysia,MYS,1994,YR1994,1.88E+11,2.624256667,5.829614258,3.127082947,2.59E+11,2.89E+11,3.724970554
Malaysia,MYS,1995,YR1995,2.15E+11,2.504404167,4.710245402,2.804791593,3.21E+11,3.44E+11,3.450575096
Malaysia,MYS,1996,YR1996,2.46E+11,2.5159425,5.035342931,3.736042123,3.36E+11,3.76E+11,3.488559459
Malaysia,MYS,1997,YR1997,2.73E+11,2.813191667,5.136241158,2.674857609,3.56E+11,3.96E+11,2.662514597
Malaysia,MYS,1998,YR1998,2.78E+11,3.924375,2.997750852,1.195829164,2.89E+11,3.98E+11,5.270342003
Malaysia,MYS,1999,YR1999,2.94E+11,3.8,4.921466665,1.797090077,3.20E+11,4.51E+11,2.744561302
Malaysia,MYS,2000,YR2000,3.51E+11,3.8,4.038428624,2.160207182,3.98E+11,5.23E+11,1.534740237
Malaysia,MYS,2001,YR2001,3.47E+11,3.8,0.597029318,0.287595121,3.65E+11,4.87E+11,1.416784732
Malaysia,MYS,2002,YR2002,3.77E+11,3.8,3.166124323,1.878328762,3.88E+11,5.14E+11,1.807872463
Malaysia,MYS,2003,YR2003,4.12E+11,3.8,2.920942095,1.919435297,4.05E+11,5.40E+11,1.089676326
Malaysia,MYS,2004,YR2004,4.68E+11,3.8,3.50787262,1.453439314,4.85E+11,6.27E+11,1.421271159
Malaysia,MYS,2005,YR2005,5.37E+11,3.787091667,2.734387349,2.042091343,5.28E+11,6.79E+11,2.975070927
Malaysia,MYS,2006,YR2006,5.91E+11,3.668176958,4.727164848,4.694502236,5.71E+11,7.25E+11,3.609235642
Malaysia,MYS,2007,YR2007,6.59E+11,3.437569382,4.686845783,6.104669254,6.05E+11,7.57E+11,2.027353178
Malaysia,MYS,2008,YR2008,7.62E+11,3.335833333,3.280819491,6.672113468,6.20E+11,7.69E+11,5.440782211
Malaysia,MYS,2009,YR2009,7.06E+11,3.524502911,0.056692316,3.332778686,5.41E+11,6.85E+11,0.583308406
Malaysia,MYS,2010,YR2010,8.14E+11,3.221086915,4.268646639,6.018961521,6.25E+11,7.56E+11,1.622852356
Malaysia,MYS,2011,YR2011,9.03E+11,3.060003011,5.074460321,6.077629327,6.64E+11,7.88E+11,3.174470922
Malaysia,MYS,2012,YR2012,9.61E+11,3.088800867,2.829057382,5.373589241,6.83E+11,7.74E+11,1.663571025
Malaysia,MYS,2013,YR2013,1.01E+12,3.15090855,3.49431176,4.147602039,6.95E+11,7.76E+11,2.105012312
Malaysia,MYS,2014,YR2014,1.09E+12,3.272859746,3.141229404,4.750513176,7.23E+11,8.15E+11,3.142990509
Malaysia,MYS,2015,YR2015,1.16E+12,3.905500263,3.270944029,3.498187031,7.29E+11,8.17E+11,2.104389802
Malaysia,MYS,2016,YR2016,1.23E+12,4.148300663,4.471309586,3.351739604,7.39E+11,8.28E+11,2.090566595
Malaysia,MYS,2017,YR2017,1.35E+12,4.300440878,2.935820381,1.757512179,8.15E+11,9.00E+11,3.871201158
Malaysia,MYS,2018,YR2018,1.43E+12,4.035130137,2.314587212,1.606888024,8.27E+11,9.17E+11,0.884709161
Malaysia,MYS,2019,YR2019,1.50E+12,4.142469736,2.506977057,2.061448593,8.07E+11,9.08E+11,0.662891866
Malaysia,MYS,2020,YR2020,1.40E+12,4.203481949,1.202754643,0.976716973,7.43E+11,8.30E+11,-1.138702154
Malaysia,MYS,2021,YR2021,1.53E+12,4.143297598,5.416259849,3.420410697,9.01E+11,9.84E+11,2.477102415
Malaysia,MYS,2022,YR2022,1.78E+12,4.401076345,3.686893363,2.897734255,1.04E+12,1.13E+12,3.378698625
Malaysia,MYS,2023,YR2023,1.80E+12,4.560623432,1.981110493,1.992834494,9.67E+11,1.04E+12,2.488865601
Thailand,THA,1974,YR1974,,20.3751028,1.37406894,,2.99E+11,1.84E+11,24.31355983
Thailand,THA,1975,YR1975,,20.37926949,0.575337963,0,2.94E+11,1.76E+11,5.330097087
Thailand,THA,1976,YR1976,,20.40010292,0.46580086,0,3.16E+11,2.18E+11,4.149305555
Thailand,THA,1977,YR1977,,20.40010292,0.536307303,0,3.78E+11,2.42E+11,7.601266878
Thailand,THA,1978,YR1978,,20.3361026,0.231824943,0.025319742,4.03E+11,2.73E+11,7.924089853
Thailand,THA,1979,YR1979,,20.41893635,0.20196394,0.014315997,4.88E+11,3.01E+11,9.897365966
Thailand,THA,1980,YR1980,,20.47635331,0.586827837,0.009370701,4.87E+11,3.24E+11,19.70350052
Thailand,THA,1981,YR1981,,21.82044342,0.833826177,0.006696639,4.90E+11,3.54E+11,12.66299307
Thailand,THA,1982,YR1982,,23.00011604,0.521644683,0.005822458,4.18E+11,3.95E+11,5.259079903
Thailand,THA,1983,YR1983,,23.00011604,0.873083166,0.003583105,5.55E+11,3.71E+11,3.726536621
Thailand,THA,1984,YR1984,,23.63936927,0.959430184,0.00139384,5.97E+11,4.36E+11,0.86489843
Thailand,THA,1985,YR1985,,27.15888702,0.419531295,0.002210754,5.22E+11,4.78E+11,2.431731234
Thailand,THA,1986,YR1986,,26.29888269,0.609103953,0.002467795,5.17E+11,5.52E+11,1.841675968
Thailand,THA,1987,YR1987,,25.72279645,0.696407218,0.336282289,6.90E+11,6.72E+11,2.466461128
Thailand,THA,1988,YR1988,,25.29387761,1.792475013,0.039141204,9.63E+11,8.55E+11,3.862730747
Thailand,THA,1989,YR1989,,25.70204634,2.457343892,0.068740439,1.17E+12,1.04E+12,5.35546508
Thailand,THA,1990,YR1990,,25.58546242,2.863204109,0.164251095,1.45E+12,1.18E+12,5.863994744
Thailand,THA,1991,YR1991,,25.51679541,2.050177447,0.170101404,1.64E+12,1.36E+12,5.709852599
Thailand,THA,1992,YR1992,,25.40012815,1.895890351,0.131494481,1.78E+12,1.54E+12,4.139145751
Thailand,THA,1993,YR1993,,25.31961108,1.399682909,0.180840599,2.02E+12,1.74E+12,3.312191684
Thailand,THA,1994,YR1994,,25.14995189,0.93155551,0.336117757,2.37E+12,1.97E+12,5.047748977
Thailand,THA,1995,YR1995,,24.9151757,1.221614877,0.523137515,2.92E+12,2.28E+12,5.818181818
Thailand,THA,1996,YR1996,,25.34268286,1.276168189,0.508756384,2.82E+12,2.17E+12,5.805105547
Thailand,THA,1997,YR1997,,31.36433445,2.593383427,0.38605858,2.58E+12,2.37E+12,5.625797471
Thailand,THA,1998,YR1998,,41.3593875,6.434806711,0.11446008,2.07E+12,2.63E+12,7.99472875
Thailand,THA,1999,YR1999,,37.81365583,4.81780662,0.272953215,2.31E+12,2.85E+12,0.284726459
Thailand,THA,2000,YR2000,,40.11180333,2.663128687,-0.018178926,2.91E+12,3.31E+12,1.591969175
Thailand,THA,2001,YR2001,,44.4319,4.212235095,0.355540931,2.95E+12,3.30E+12,1.626908873
Thailand,THA,2002,YR2002,,42.96008333,2.488153019,0.12712893,3.13E+12,3.50E+12,0.697308977
Thailand,THA,2003,YR2003,,41.48461667,3.435939848,0.409043031,3.48E+12,3.82E+12,1.804349946
Thailand,THA,2004,YR2004,,40.22241492,3.389474953,0.044339658,4.19E+12,4.38E+12,2.759149262
Thailand,THA,2005,YR2005,,40.22013021,4.339587081,0.291274103,4.87E+12,4.72E+12,4.540369196
Thailand,THA,2006,YR2006,,37.88198322,4.021256707,0.469321276,5.01E+12,5.23E+12,4.63747436
Thailand,THA,2007,YR2007,,34.51818059,3.283569394,0.588346984,5.22E+12,5.69E+12,2.241540953
Thailand,THA,2008,YR2008,,33.31330064,2.938249054,0.802963067,5.82E+12,6.05E+12,5.468489496
Thailand,THA,2009,YR2009,,34.28577412,2.275902241,2.128524216,4.61E+12,5.31E+12,-0.845716092
Thailand,THA,2010,YR2010,,31.685705,4.323209282,2.383821571,5.67E+12,6.07E+12,3.247588424
Thailand,THA,2011,YR2011,,30.49173333,0.667087645,1.935114944,6.37E+12,6.65E+12,3.808790581
Thailand,THA,2012,YR2012,,31.08309167,3.244564443,3.587038581,6.73E+12,6.89E+12,3.014899503
Thailand,THA,2013,YR2013,,30.72596667,3.791264509,2.883779237,6.84E+12,7.06E+12,2.184886185
Thailand,THA,2014,YR2014,,32.47983333,1.22145318,1.40957646,6.48E+12,7.09E+12,1.895141819
Thailand,THA,2015,YR2015,,34.24771667,2.22468549,1.243732276,6.48E+12,7.18E+12,-0.900424963
Thailand,THA,2016,YR2016,,35.29638333,0.843364341,3.239895788,6.41E+12,7.37E+12,0.188149704
Thailand,THA,2017,YR2017,,33.93981106,1.815502601,3.107661534,6.81E+12,7.75E+12,0.665631893
Thailand,THA,2018,YR2018,,32.31022574,2.712798351,3.379806519,7.38E+12,8.01E+12,1.063897542
Thailand,THA,2019,YR2019,,31.04760578,1.017348776,1.868378625,7.00E+12,7.77E+12,0.706728601
Thailand,THA,2020,YR2020,,31.29367321,-0.857989527,3.717788023,6.02E+12,6.24E+12,-0.845937147
Thailand,THA,2021,YR2021,,31.97709344,3.039881536,3.833984555,7.09E+12,6.94E+12,1.230395413
Thailand,THA,2022,YR2022,,35.06135021,2.391795941,1.574820679,7.35E+12,7.36E+12,6.077412284
Thailand,THA,2023,YR2023,,34.80218858,1.265328501,2.655587901,7.18E+12,7.52E+12,1.228026235
Indonesia,IDN,1974,YR1974,,415,0.705825551,,1.15E+14,2.88E+14,40.49179044
Indonesia,IDN,1975,YR1975,,415,4.241288511,,1.25E+14,2.60E+14,19.16569713
Indonesia,IDN,1976,YR1976,,415,2.005921431,,1.35E+14,2.92E+14,19.8286537
Indonesia,IDN,1977,YR1977,,415,0.513000573,,1.64E+14,3.58E+14,11.05208979
Indonesia,IDN,1978,YR1978,,442.0454167,0.811785371,,1.90E+14,3.64E+14,8.112582595
Indonesia,IDN,1979,YR1979,,623.0555,0.439687122,,2.29E+14,3.74E+14,16.23276576
Indonesia,IDN,1980,YR1980,,626.994,0.248336362,0.008277879,2.63E+14,3.53E+14,18.03543016
Indonesia,IDN,1981,YR1981,,631.7566667,0.155522389,-0.001169341,3.34E+14,3.44E+14,12.26590851
Indonesia,IDN,1982,YR1982,,661.42075,0.249560637,-0.003327475,3.62E+14,2.96E+14,9.445423954
Indonesia,IDN,1983,YR1983,,909.2648333,0.360261288,0.002467543,4.06E+14,3.15E+14,11.79974052
Indonesia,IDN,1984,YR1984,,1025.944833,0.261626776,0.021212982,3.76E+14,3.36E+14,10.45503482
Indonesia,IDN,1985,YR1985,,1110.58,0.363468003,0.038691755,3.96E+14,3.09E+14,4.724536157
Indonesia,IDN,1986,YR1986,,1282.56,0.322685251,-0.013757898,4.12E+14,3.56E+14,5.822666962
Indonesia,IDN,1987,YR1987,,1643.848333,0.507048517,-0.006585046,4.20E+14,4.09E+14,9.278656132
Indonesia,IDN,1988,YR1988,,1685.704167,0.683272607,0.030842166,3.42E+14,4.13E+14,8.045367151
Indonesia,IDN,1989,YR1989,,1770.059167,0.722064256,0.033879848,3.88E+14,4.56E+14,6.415539635
Indonesia,IDN,1990,YR1990,,1842.813333,1.029764943,-0.0103636,4.77E+14,4.58E+14,7.819191447
Indonesia,IDN,1991,YR1991,,1950.3175,1.27077228,0.011147125,5.57E+14,5.49E+14,9.419058277
Indonesia,IDN,1992,YR1992,,2029.920833,1.387988834,0.557695007,5.94E+14,6.30E+14,7.52351717
Indonesia,IDN,1993,YR1993,,2087.103867,1.268300646,0.225306901,6.20E+14,6.71E+14,9.671893382
Indonesia,IDN,1994,YR1994,,2160.753675,1.19225193,0.344277584,7.46E+14,7.38E+14,8.532005254
Indonesia,IDN,1995,YR1995,,2248.607975,2.15007984,0.298319867,9.03E+14,7.95E+14,9.420323216
Indonesia,IDN,1996,YR1996,,2342.296292,2.724197886,0.263887428,9.65E+14,8.55E+14,7.973280856
Indonesia,IDN,1997,YR1997,,2909.38,2.167796852,0.08250328,1.11E+15,9.22E+14,6.226141634
Indonesia,IDN,1998,YR1998,,10013.6225,-0.252290448,0.046099583,1.05E+15,1.02E+15,58.45104447
Indonesia,IDN,1999,YR1999,,7855.15,-1.332573541,0.051428075,6.22E+14,6.99E+14,20.47783111
Indonesia,IDN,2000,YR2000,1.26E+15,8421.775,-2.757439934,,7.83E+14,8.84E+14,3.68861916
Indonesia,IDN,2001,YR2001,1.68E+15,10260.85,-1.855686193,,8.16E+14,8.90E+14,11.50011488
Indonesia,IDN,2002,YR2002,1.90E+15,9311.191667,0.074151638,,7.81E+14,8.79E+14,11.90011757
Indonesia,IDN,2003,YR2003,,8577.133333,-0.25425632,,7.93E+14,9.31E+14,6.757317194
Indonesia,IDN,2004,YR2004,,8938.85,0.73824398,1.326912265,1.00E+15,1.06E+15,6.064059885
Indonesia,IDN,2005,YR2005,,9704.741667,2.916114833,1.072170848,1.18E+15,1.23E+15,10.45319842
Indonesia,IDN,2006,YR2006,,9159.316667,1.347942641,0.747661386,1.28E+15,1.35E+15,13.1086721
Indonesia,IDN,2007,YR2007,,9141,1.603010572,1.081667967,1.40E+15,1.46E+15,6.406562813
Indonesia,IDN,2008,YR2008,,9698.9625,1.826329024,1.156291483,1.54E+15,1.60E+15,10.22666455
Indonesia,IDN,2009,YR2009,,10389.9375,0.90391942,0.416828151,1.31E+15,1.45E+15,4.38641555
Indonesia,IDN,2010,YR2010,6.68E+15,9090.433333,2.025179146,0.554325078,1.54E+15,1.67E+15,5.134204008
Indonesia,IDN,2011,YR2011,7.68E+15,8770.433333,2.302984294,1.01196597,1.77E+15,1.91E+15,5.35604779
Indonesia,IDN,2012,YR2012,8.43E+15,9386.629167,2.309780318,0.815426294,1.91E+15,1.95E+15,4.279499996
Indonesia,IDN,2013,YR2013,9.31E+15,10461.24,2.551356334,1.217686934,1.95E+15,2.03E+15,6.412513302
Indonesia,IDN,2014,YR2014,1.03E+16,11865.2113,2.819972604,1.16607114,1.99E+15,2.05E+15,6.394925408
Indonesia,IDN,2015,YR2015,1.12E+16,13389.41294,2.297616394,1.054144745,1.86E+15,2.00E+15,6.363121131
Indonesia,IDN,2016,YR2016,1.20E+16,13308.3268,0.487372471,-1.244176833,1.82E+15,1.97E+15,3.525805157
Indonesia,IDN,2017,YR2017,1.31E+16,13380.83388,2.019489198,0.197738766,1.96E+15,2.15E+15,3.80879807
Indonesia,IDN,2018,YR2018,1.42E+16,14236.93877,1.814289794,0.613968177,2.20E+15,2.29E+15,3.198346416
Indonesia,IDN,2019,YR2019,1.52E+16,14147.67136,2.233362043,0.398756295,2.05E+15,2.28E+15,3.03058665
Indonesia,IDN,2020,YR2020,1.49E+16,14582.20347,1.81058402,0.475197656,1.69E+15,2.08E+15,1.920968006
Indonesia,IDN,2021,YR2021,1.63E+16,14308.1439,1.787855631,0.330947672,2.11E+15,2.46E+15,1.560129905
Indonesia,IDN,2022,YR2022,1.87E+16,14849.85394,1.872676381,0.502990001,2.42E+15,2.86E+15,4.209463834
Indonesia,IDN,2023,YR2023,2.00E+16,15236.88466,1.610733602,0.517913084,2.38E+15,2.90E+15,3.670131424
Brazil,BRA,1974,YR1974,0,2.94E-12,1.100145985,0.049000624,1.67E+11,87576932683,
